return_1,return_5,momentum_5,volatility_20,rsi_14,volume_spike,target
-0.017605730556809147,0.06711431058875715,-3.3612521486585445,0.04526480437833771,25.00083606598671,3.950957846835815,1
0.0023963995265948237,-0.07254289787600318,-2.890412834298491,0.03727285729497594,49.09379550343754,1.0817695753552266,0
0.005491891121128023,0.002726472419267517,-4.848221430376764,0.023940453032420206,33.40131946020605,0.964750792600702,0
0.02678899655194146,-0.06874003664604544,-0.191714434378353,0.04206855222319818,89.53341030478141,3.9653064497028025,0
0.020601054809238795,0.00942188948057017,0.32982112815275855,0.059219080300557045,45.1879295228556,3.0981083384874055,0
-0.028442239171611674,-0.05378132638454252,4.508995578103418,0.07695123628003088,31.066181588453556,1.771711871739553,0
0.005947453771725696,0.0394721601143978,1.4735876816813986,0.006486575295405506,19.34129971966101,0.6773482627172955,1
0.02197090430959049,0.001810784471894089,2.728208852342595,0.006864113877367688,85.2659902305563,2.40140805544923,1
-0.01500153432372759,-0.0602099546334288,-1.368072495159831,0.04468934218745305,25.727372934662107,0.6132413817780736,0
0.0013107718198277635,0.004081056051010223,1.7679984461645262,0.04418032069887871,30.923926096057556,1.4906492123120394,0
-0.025000841667716538,0.04388704393243659,-2.7570505431068195,0.0017877524815500924,56.05181034259017,3.0500907543138336,1
0.0017752517625025527,-0.06013521722917508,-0.9002670247986426,0.020048301314586344,34.44699452413558,1.1913924339292683,0
-0.003470033638336187,0.06650088555304305,3.820647191467934,0.023165780179779886,46.45410589364448,1.9970275708318665,1
0.008113774468671849,0.0786502326101552,-0.03770636070824018,0.012568561618686663,86.92067422733842,1.9479142225221502,1
-0.023959429780262297,0.034787418752556115,-0.9463381956524808,0.06791221115525423,61.67226468914626,2.307058330119923,1
0.024215210857421253,-0.03220727512978803,3.065960600303084,0.04703759831420186,34.06751327388644,3.0239151680596956,0
0.028738310426575826,-0.062082520359179355,-1.2142919962993126,0.022851916921079636,12.313169817304841,1.6772390469088228,0
0.005711593748437105,0.014326524301308208,-2.816521349442871,0.01579154336375224,12.939132965403024,3.824234757576065,0
-0.02634037234155948,-0.011846174262813314,-2.3572364572051754,0.010583301333792608,88.13255475632319,3.031946416068375,0
0.018657975741588922,0.07063328061802467,-2.6421031254059555,0.03838874482495284,10.996091300432065,1.1912351123913638,1
-0.003898099960930629,-0.026287421485196687,-4.86336861306961,0.0127300710337532,83.26869128255174,2.5760177063099174,0
0.024082406548857613,0.034819625941198376,4.505610455432363,0.03127566121483996,50.01984749907184,0.5383241784287991,1
