return_1,return_5,momentum_5,volatility_20,rsi_14,volume_spike,ema_diff,high_low_range,close_open_return,volume_change,price_position_20,target
-0.00046866016566493585,0.004798133178141262,203.88999999999942,0.0012152445957188767,81.2209551893392,1.4960807853279041,0.0015246941265082297,0.001797060717840698,-0.0004688941518856272,-0.6263735085105273,0.8158313728285914,0
1.1944493237381337e-05,0.00517773053248427,219.94000000000233,0.0012176187530476255,77.7108300290187,1.094726855256573,0.001725083698334225,0.0015677545628005223,1.194449323735669e-05,-0.27798270208435927,0.8170433212138533,0
-0.0007859851079712321,0.004031001695331549,171.2899999999936,0.0011884931533084014,73.31605676189592,0.3947050843436267,0.0017551053119929142,0.0010805248866444675,-0.0007859851079711899,-0.6561754686565259,0.7372923647251645,0
-0.0011927963444975376,0.0011356689804491449,48.33999999999651,0.0012136879630607652,68.71621092219642,0.6419827929433086,0.0016158454665876044,0.0011951594750591195,-0.0011930304520437257,0.5415484548860254,0.616358926831579,0
-0.00116793809294502,-0.0035987576057785464,-153.72999999999593,0.001249543672494302,59.96177370030553,1.0258417809608524,0.0013578366598970334,0.0018698992735375253,-0.0011681724859005907,0.5788632330956629,0.4980870226467995,0
-0.0003491230456686978,-0.0034795948240529118,-148.5699999999997,0.0012121988103811195,57.054251694168656,0.8237136254848668,0.0011064319631720577,0.0007229323980650521,-0.0003491230456686442,-0.21306933434156683,0.4627741736175448,0
0.00018096812305268273,-0.003311161339837776,-141.38000000000466,0.0011602860837711673,62.34756719278918,0.534595833122283,0.0009227053502063895,0.0005585498663781431,0.00018120318917610897,-0.3617944863873215,0.4796253931941595,0
-0.0004850008095095282,-0.0030109376776215058,-128.45999999999913,0.0010912987501220685,59.72927905836159,0.6207994407085125,0.0007198950995778175,0.00060043271591894,-0.0004852356765008106,0.09820252793893136,0.36853368560105143,0
0.00023533012867460457,-0.001585410841056123,-67.55999999999767,0.0010899315564798354,58.12577769618331,0.6037252661358348,0.0005845169350900533,0.0008388567667936428,0.00023533012867461267,-0.05243920910379829,0.3504467451425383,0
2.350397216854816e-07,-0.0004177259590839588,-17.779999999998836,0.001082241192524191,55.659236219111975,0.4606252006925096,0.00047558121693929816,2.3503966651719556e-07,2.350397217608534e-07,-0.24743387498684732,0.3504751099134986,0
0.001415878950811189,0.0013471549108285963,57.31999999999971,0.0011078952984930235,62.624591261868304,0.8322921462639508,0.0005414013719015825,0.0016490538359982875,0.001416114323320641,0.8467962888114451,0.5085190039318459,0
-0.0007958926213877948,0.0003691551704163576,15.709999999999127,0.001127495326461311,57.5197538368023,0.7137319350064526,0.000493484052825569,0.000796761465308185,-0.0007956581007852713,-0.12946411672421831,0.40975680792193286,0
-0.00085947824338517,-5.642280807349742e-06,-0.23999999999796273,0.001123931861240531,46.99904278935241,0.7732714195220112,0.0003558936465933083,0.0009248690807143758,-0.0008592435509167984,0.06905548269464501,0.3031891655744837,0
-0.0005708139623727959,-0.000811592159074892,-34.529999999998836,0.001134403632512044,21.617675418056038,0.3495802981471134,0.00018688443526629044,0.0008047239956651493,-0.0005705790001536778,-0.5561516993839293,0.22078651685392933,0
0.0012878877159505642,0.00047501516593451143,20.209999999999127,0.0011585531939874803,33.49592678266136,0.7695945922225833,0.00020066132970991476,0.0021143526486495628,0.0012878877159505423,1.2283289397363282,0.32363612802903124,0
0.0003495729712432727,-0.0005902889834238367,-25.150000000001455,0.001153417928585505,35.81499187070732,0.5258934176458581,0.00024525681890264417,0.0004283590607099855,0.00034957297124333286,-0.3140159219269678,0.36426229508196245,0
-0.0006763564116473164,-0.0004707281770274241,-20.039999999993597,0.0011621275946719278,36.23352073257583,0.7151612986730017,0.00019963237116425007,0.0008070069067946152,-0.0006761217244554707,0.36625523477711197,0.26983606557378004,0
-0.0003217217400705019,6.723755899451511e-05,2.860000000000582,0.0011637899172485444,39.8751789911654,0.5924608176903609,0.00012764470173406647,0.000764717041765089,-0.0003219566693323368,-0.17892011157856236,0.16126170877092552,0
-0.0007139396421275146,-7.597949447535335e-05,-3.2300000000032014,0.0011082955595330516,42.0808028968147,0.7397771614712608,-4.965374178745284e-06,0.0012308201892150725,-0.0007139396421275312,0.24551185107195894,0.029963636363628955,0
-0.000993689694045119,-0.0023544491383074018,-100.22000000000116,0.0007207827951246053,39.03361455661028,1.1940445748951396,-0.0002099962936123862,0.0012301605990674414,-0.0009936896940451537,0.2776354664578191,0.03381462820816249,0
-0.000615315782037329,-0.0033167297228111625,-141.22999999999593,0.0007233840085590133,35.27765168709378,0.8424046234698367,-0.0004226734188374577,0.0011350176143330676,-0.000615315782037333,-0.3523628366830126,0.008564855777757936,0
-0.0002450525885211441,-0.0028865654735467094,-122.83000000000175,0.0007197815211967591,36.21278798861015,0.8464045755025709,-0.000596447859523853,0.0007214325326241545,-0.0002450525885211584,-0.05044258530294543,0.035157476195465026,0
-0.00039076613495292456,-0.00295543272335419,-125.72000000000116,0.0007115533290572999,33.05928169623512,0.9038198876503272,-0.0007548334132867272,0.001087641044974709,-0.0003907661349529406,0.07975204294451821,0.0,0
-0.0005854352297144372,-0.002827216558483725,-120.18000000000029,0.0006836516218428902,31.09243697478918,0.858760887960974,-0.0009205336644156678,0.0011583450622651413,-0.000585435229714404,-0.059495118825720006,0.02363402363401423,0
